position,fold,seed,TagID,ER,surface,paired_unit_id,condition_block_identifier,row_count,split_assignment,source_data_fingerprint
P3,1,42,6,2,A1,pair_1bed42af3000f233382a5c7b,cond_f36b656dd43a6bbf58011333,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,6,2,A2,pair_6d15d0b32d43280acc1e8a6d,cond_84441f670e8609da5740e483,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,6,2,A3,pair_42c1058368bca566a09472ce,cond_78493c71f589ee9fffae2880,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,0,A1,pair_d04dcd3928a58743e6e6006b,cond_9200805858e6e36e2f7a5039,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,0,A2,pair_cec49f997f1cc2a0670bb3f7,cond_7ba6f0191b2497376f734b7a,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,0,A3,pair_8fb655e536f09ad440a87f32,cond_d54cead9334fa452ab52d263,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,1,A1,pair_a4315b7fd33b27273553b98c,cond_202ecc69f26d456105b4c568,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,1,A2,pair_83f2b0a41832f7cc2beadddb,cond_14e71b50f2a2c22792561e73,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,1,A3,pair_6fa8f810b8c8d919bc0c6912,cond_92d32f8e8499d33889a0e5f1,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,2,A1,pair_698cedf5ae14bb1ac684329a,cond_cd1630594e173e89fa1b9a17,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,2,A2,pair_d52cbfba64fa589867ff1a98,cond_b3c0090d0d506db624764575,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,42,7,2,A3,pair_a9cdce19ce89b76af200f9e2,cond_571b724abde4e360903a1a0a,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,0,A1,pair_a5d33fae02f85179aed284d5,cond_514e7a7d858217a57018b84f,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,0,A2,pair_06f946129d85357eaab1f4a3,cond_d24bda9e093b72afc065288f,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,0,A3,pair_6cff4c54c31d1f172f5ebf9a,cond_f124eb727cd9aabe7f6a9d1c,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,1,A1,pair_7ca7da9af7b85c410bd18ebf,cond_46ccdfd6c1c547d25f775f64,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,1,A2,pair_e195f2804f0b5f8f422f131d,cond_aa3b36b99a02ca74be2477cf,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,1,A3,pair_9a49df49f22a0194b25a4514,cond_0b2f847c4945ce1259e4946f,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,2,A1,pair_9b1812c4a2e2fe2310dae181,cond_ba6a2e4a7c69cdb52234aacf,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,2,A2,pair_68d027990684c88efb84519d,cond_889a4e2bb1e45ab8cb43e11e,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,1,2,A3,pair_0b62c82a069fc0ea6591502f,cond_58437c3f7321c508646fe571,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,0,A1,pair_81bc687f4097da257888b87f,cond_46635b1a1265a5e48fe06313,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,0,A2,pair_94f4ffc15b3d16f11a0aa0e8,cond_bfe3571f18a2baa7e11227ba,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,0,A3,pair_a081c99efd1a83e18a18e6a2,cond_695530ce179d22e730b38d29,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,1,A1,pair_480c0f52bb6b43895bc3ccb0,cond_48b920a4f80b4a72e44dd0cb,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,1,A2,pair_875b84cf0bd76e184ddc7573,cond_d1ed4b1b9475429e2a8b4bf5,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,1,A3,pair_a77ea0c9589b62285bf789e7,cond_b20adb29ca6fcb493ba3e647,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,2,A1,pair_4df7117ad193f76bb25fe0ef,cond_11ac2f2435dd26eed4acdba9,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,2,A2,pair_8b21707272e156f393347b93,cond_b74650e5b806e3e648d51a66,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,2,2,A3,pair_db0456b8b9d4a4fc84e2beed,cond_ebcf088dda4b425a1462ac17,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,0,A1,pair_1442022fc6c5e262216c2073,cond_89cec424c90e8aaa7570119f,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,0,A2,pair_c1dec54e94974c054908f2c3,cond_5552a8b6747f99b634fbb837,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,0,A3,pair_3eacb39272786cb649073b57,cond_e20c038212815b22a33fc2a9,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,1,A1,pair_b05ffc5f2434aa1959c8e0e2,cond_18041fc69e96b3ace2c20371,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,1,A2,pair_c1e269e7190fde5d9ff5f552,cond_aa361198e7f2184406d6cc67,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,1,A3,pair_c79f6601e030ebd2067ec6de,cond_245c1ee05b9636bf15f4e6f3,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,2,A1,pair_f86ae0f5b1a7a3e4209af1ca,cond_8c3142b416994a4bfdfef4e1,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,2,A2,pair_77397d69b88b179e153c702d,cond_281581cf7b00ceccd641fab6,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,3,2,A3,pair_e2b043df160816f5fdd81e64,cond_66cf390f186ea07296b366ac,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,0,A1,pair_b1310b19d663beb4cbd53c8d,cond_c2fd3493e4a41027ab9ed684,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,0,A2,pair_bdf1f6e8472c8d76aff3d040,cond_a6bbad870dd00f6aedf999fc,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,0,A3,pair_c05f65484ff968fcafd730cc,cond_15118ab20a4d9347e6302de4,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,1,A1,pair_ba2afdeb468b71e1fef11175,cond_9f2d76725631ec340811cb84,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,1,A2,pair_ed40a5cb6d8516ea236f9635,cond_d1d87c4a14f0544449b6e6f3,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,1,A3,pair_65532ec015bcdac5660bf184,cond_0ab940929a11ff6784f82800,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,2,A1,pair_1f511e7414737e2ee9b3081d,cond_a5019a85b24b1b76306c478e,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,2,A2,pair_773426702f1c21a4c6e48ed3,cond_c44a33bd0af3cbe9db50a40c,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,4,2,A3,pair_a75386d67e75529c96c29363,cond_fef2456a91ef6d6180bded52,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,0,A1,pair_5be8a8178869acf2fd392ec4,cond_cee30ac202210fe1ab970608,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,0,A2,pair_6e2ead72cd9dbc69d6565965,cond_78da1cecdfa45972014654dc,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,0,A3,pair_871635859f67d9a71834fe97,cond_9497b30968a46a4e2bc764b4,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,1,A1,pair_0274a528ad1503c9c724e849,cond_e2c5229be167b10f735d5acb,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,1,A2,pair_a991542913bc99245846b8bb,cond_0b308934a8d2a75ad71c906d,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,1,A3,pair_c1bbfbee02058f5123e30914,cond_4c72151589f38eec41ed4969,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,2,A1,pair_c420084c739b2c3df0e2403a,cond_5b341a07ac0c302f85a8fac9,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,2,A2,pair_ec7050f28c24b4d9438b3c11,cond_2cb28c26789aa9e0bf822ffa,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,5,2,A3,pair_e69d2fed27502508d2cfd2a3,cond_fae8d26e1763f5b92e18b802,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,0,A1,pair_18e7a3e81d6967e4d9cce644,cond_b9c3f641eee8d9dc3b7c0f25,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,0,A2,pair_273288675ae8b2c187bdd96f,cond_e4fe16a8e58892603c92cb8c,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,0,A3,pair_fe4a44a4ff076e943a9f4977,cond_35a57f0bcb08c97abde1151e,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,1,A1,pair_dbc85ee49b40dfb59b2b3074,cond_73a64dc3da5e0ef30aa5b89f,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,1,A2,pair_63f060c2cbd512822fe3837a,cond_559d2ffed91efe521008e07a,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,1,A3,pair_b8f90d87cc54a439ded59026,cond_55265d2b3a9fb42cdaeaf4e2,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,2,A1,pair_1bed42af3000f233382a5c7b,cond_f36b656dd43a6bbf58011333,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,2,A2,pair_6d15d0b32d43280acc1e8a6d,cond_84441f670e8609da5740e483,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,6,2,A3,pair_42c1058368bca566a09472ce,cond_78493c71f589ee9fffae2880,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,0,A1,pair_d04dcd3928a58743e6e6006b,cond_9200805858e6e36e2f7a5039,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,0,A2,pair_cec49f997f1cc2a0670bb3f7,cond_7ba6f0191b2497376f734b7a,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,0,A3,pair_8fb655e536f09ad440a87f32,cond_d54cead9334fa452ab52d263,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,1,A1,pair_a4315b7fd33b27273553b98c,cond_202ecc69f26d456105b4c568,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,1,A2,pair_83f2b0a41832f7cc2beadddb,cond_14e71b50f2a2c22792561e73,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,1,A3,pair_6fa8f810b8c8d919bc0c6912,cond_92d32f8e8499d33889a0e5f1,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,2,A1,pair_698cedf5ae14bb1ac684329a,cond_cd1630594e173e89fa1b9a17,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,2,A2,pair_d52cbfba64fa589867ff1a98,cond_b3c0090d0d506db624764575,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,43,7,2,A3,pair_a9cdce19ce89b76af200f9e2,cond_571b724abde4e360903a1a0a,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,0,A1,pair_a5d33fae02f85179aed284d5,cond_514e7a7d858217a57018b84f,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,0,A2,pair_06f946129d85357eaab1f4a3,cond_d24bda9e093b72afc065288f,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,0,A3,pair_6cff4c54c31d1f172f5ebf9a,cond_f124eb727cd9aabe7f6a9d1c,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,1,A1,pair_7ca7da9af7b85c410bd18ebf,cond_46ccdfd6c1c547d25f775f64,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,1,A2,pair_e195f2804f0b5f8f422f131d,cond_aa3b36b99a02ca74be2477cf,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,1,A3,pair_9a49df49f22a0194b25a4514,cond_0b2f847c4945ce1259e4946f,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,2,A1,pair_9b1812c4a2e2fe2310dae181,cond_ba6a2e4a7c69cdb52234aacf,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,2,A2,pair_68d027990684c88efb84519d,cond_889a4e2bb1e45ab8cb43e11e,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,1,2,A3,pair_0b62c82a069fc0ea6591502f,cond_58437c3f7321c508646fe571,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,0,A1,pair_81bc687f4097da257888b87f,cond_46635b1a1265a5e48fe06313,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,0,A2,pair_94f4ffc15b3d16f11a0aa0e8,cond_bfe3571f18a2baa7e11227ba,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,0,A3,pair_a081c99efd1a83e18a18e6a2,cond_695530ce179d22e730b38d29,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,1,A1,pair_480c0f52bb6b43895bc3ccb0,cond_48b920a4f80b4a72e44dd0cb,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,1,A2,pair_875b84cf0bd76e184ddc7573,cond_d1ed4b1b9475429e2a8b4bf5,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,1,A3,pair_a77ea0c9589b62285bf789e7,cond_b20adb29ca6fcb493ba3e647,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,2,A1,pair_4df7117ad193f76bb25fe0ef,cond_11ac2f2435dd26eed4acdba9,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,2,A2,pair_8b21707272e156f393347b93,cond_b74650e5b806e3e648d51a66,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,2,2,A3,pair_db0456b8b9d4a4fc84e2beed,cond_ebcf088dda4b425a1462ac17,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,0,A1,pair_1442022fc6c5e262216c2073,cond_89cec424c90e8aaa7570119f,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,0,A2,pair_c1dec54e94974c054908f2c3,cond_5552a8b6747f99b634fbb837,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,0,A3,pair_3eacb39272786cb649073b57,cond_e20c038212815b22a33fc2a9,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,1,A1,pair_b05ffc5f2434aa1959c8e0e2,cond_18041fc69e96b3ace2c20371,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,1,A2,pair_c1e269e7190fde5d9ff5f552,cond_aa361198e7f2184406d6cc67,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,1,A3,pair_c79f6601e030ebd2067ec6de,cond_245c1ee05b9636bf15f4e6f3,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,2,A1,pair_f86ae0f5b1a7a3e4209af1ca,cond_8c3142b416994a4bfdfef4e1,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,2,A2,pair_77397d69b88b179e153c702d,cond_281581cf7b00ceccd641fab6,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,3,2,A3,pair_e2b043df160816f5fdd81e64,cond_66cf390f186ea07296b366ac,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,0,A1,pair_b1310b19d663beb4cbd53c8d,cond_c2fd3493e4a41027ab9ed684,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,0,A2,pair_bdf1f6e8472c8d76aff3d040,cond_a6bbad870dd00f6aedf999fc,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,0,A3,pair_c05f65484ff968fcafd730cc,cond_15118ab20a4d9347e6302de4,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,1,A1,pair_ba2afdeb468b71e1fef11175,cond_9f2d76725631ec340811cb84,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,1,A2,pair_ed40a5cb6d8516ea236f9635,cond_d1d87c4a14f0544449b6e6f3,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,1,A3,pair_65532ec015bcdac5660bf184,cond_0ab940929a11ff6784f82800,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,2,A1,pair_1f511e7414737e2ee9b3081d,cond_a5019a85b24b1b76306c478e,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,2,A2,pair_773426702f1c21a4c6e48ed3,cond_c44a33bd0af3cbe9db50a40c,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,4,2,A3,pair_a75386d67e75529c96c29363,cond_fef2456a91ef6d6180bded52,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,0,A1,pair_5be8a8178869acf2fd392ec4,cond_cee30ac202210fe1ab970608,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,0,A2,pair_6e2ead72cd9dbc69d6565965,cond_78da1cecdfa45972014654dc,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,0,A3,pair_871635859f67d9a71834fe97,cond_9497b30968a46a4e2bc764b4,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,1,A1,pair_0274a528ad1503c9c724e849,cond_e2c5229be167b10f735d5acb,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,1,A2,pair_a991542913bc99245846b8bb,cond_0b308934a8d2a75ad71c906d,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,1,A3,pair_c1bbfbee02058f5123e30914,cond_4c72151589f38eec41ed4969,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,2,A1,pair_c420084c739b2c3df0e2403a,cond_5b341a07ac0c302f85a8fac9,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,2,A2,pair_ec7050f28c24b4d9438b3c11,cond_2cb28c26789aa9e0bf822ffa,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,5,2,A3,pair_e69d2fed27502508d2cfd2a3,cond_fae8d26e1763f5b92e18b802,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,0,A1,pair_18e7a3e81d6967e4d9cce644,cond_b9c3f641eee8d9dc3b7c0f25,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,0,A2,pair_273288675ae8b2c187bdd96f,cond_e4fe16a8e58892603c92cb8c,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,0,A3,pair_fe4a44a4ff076e943a9f4977,cond_35a57f0bcb08c97abde1151e,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,1,A1,pair_dbc85ee49b40dfb59b2b3074,cond_73a64dc3da5e0ef30aa5b89f,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,1,A2,pair_63f060c2cbd512822fe3837a,cond_559d2ffed91efe521008e07a,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,1,A3,pair_b8f90d87cc54a439ded59026,cond_55265d2b3a9fb42cdaeaf4e2,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,2,A1,pair_1bed42af3000f233382a5c7b,cond_f36b656dd43a6bbf58011333,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,2,A2,pair_6d15d0b32d43280acc1e8a6d,cond_84441f670e8609da5740e483,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,6,2,A3,pair_42c1058368bca566a09472ce,cond_78493c71f589ee9fffae2880,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,0,A1,pair_d04dcd3928a58743e6e6006b,cond_9200805858e6e36e2f7a5039,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,0,A2,pair_cec49f997f1cc2a0670bb3f7,cond_7ba6f0191b2497376f734b7a,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,0,A3,pair_8fb655e536f09ad440a87f32,cond_d54cead9334fa452ab52d263,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,1,A1,pair_a4315b7fd33b27273553b98c,cond_202ecc69f26d456105b4c568,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,1,A2,pair_83f2b0a41832f7cc2beadddb,cond_14e71b50f2a2c22792561e73,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,1,A3,pair_6fa8f810b8c8d919bc0c6912,cond_92d32f8e8499d33889a0e5f1,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,2,A1,pair_698cedf5ae14bb1ac684329a,cond_cd1630594e173e89fa1b9a17,50,train,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,2,A2,pair_d52cbfba64fa589867ff1a98,cond_b3c0090d0d506db624764575,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,44,7,2,A3,pair_a9cdce19ce89b76af200f9e2,cond_571b724abde4e360903a1a0a,50,validation,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
P3,1,45,1,0,A1,pair_a5d33fae02f85179aed284d5,cond_514e7a7d858217a57018b84f,50,test,462e4061f8f8f393a14831da54c553394ff20f2e4a134348a2e14d589ba2fb9e
