annealing_stage,development_fold,effective_lambda,epoch,execution_stage,fold_id,gradient_norm,held_position,held_source_position,lambda,mean_training_irm_penalty,mean_training_objective,mean_training_tagid_risk,method,per_environment_training_risk,per_environment_validation_risk,seed,selected_checkpoint_state,target_position,training_phase,training_positions,validation_accuracy,validation_irm_penalty,validation_macro_f1
ERM_WARMUP,S2,0.0,4,SOURCE_LOPO_DEVELOPMENT,S2,2.8684499581335996,P2,P2,1.0,0.18497470501869445,1.2826032743756732,1.2826032743756732,irm,"{""P1"": 1.2848052666679262, ""P3"": 1.2804012820834205}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,5,SOURCE_LOPO_DEVELOPMENT,S2,5.024448079500943,P2,P2,1.0,0.26341359948355053,1.077849306606111,1.077849306606111,irm,"{""P1"": 1.0847057015176804, ""P3"": 1.0709928898962717}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,6,SOURCE_LOPO_DEVELOPMENT,S2,6.255986180473557,P2,P2,1.0,0.3245407498734338,0.9062625565604558,0.9062625565604558,irm,"{""P1"": 0.9161509905164203, ""P3"": 0.8963741220746722}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,7,SOURCE_LOPO_DEVELOPMENT,S2,7.722410232442874,P2,P2,1.0,0.3021988412122878,0.807663309195685,0.807663309195685,irm,"{""P1"": 0.8134316226414272, ""P3"": 0.8018949812177628}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,8,SOURCE_LOPO_DEVELOPMENT,S2,5.64956658511819,P2,P2,1.0,0.4077882930967543,0.6160770006028433,0.6160770006028433,irm,"{""P1"": 0.6222086523071167, ""P3"": 0.6099453377345252}",,43,False,,outer_refit,P1_P3,,,
POST_ANNEAL,S2,1.0,9,SOURCE_LOPO_DEVELOPMENT,S2,3.5400057862227965,P2,P2,1.0,0.2974261526645176,0.47287979035150435,0.5913763602574666,irm,"{""P1"": 0.5886545683845641, ""P3"": 0.5940981458103846}",,43,False,,outer_refit,P1_P3,,,
POST_ANNEAL,S2,1.0,10,SOURCE_LOPO_DEVELOPMENT,S2,0.9451046287351285,P2,P2,1.0,0.17827489932378132,0.3668681314256456,0.5554613604999724,irm,"{""P1"": 0.5537207829573798, ""P3"": 0.55720192714343}",,43,True,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,1,SOURCE_LOPO_DEVELOPMENT,S2,1.4394606510436372,P2,P2,10.0,0.040094493880890134,1.9903349508558001,1.9903349508558001,irm,"{""P1"": 1.982211180187407, ""P3"": 1.9984587244760423}","{""P1"": 1.9553308486938477, ""P3"": 1.9599732160568237}",43,True,,inner_selection,P1_P3,0.14285714285714285,0.001284342142753303,0.0364741641337386
ERM_WARMUP,S2,0.0,2,SOURCE_LOPO_DEVELOPMENT,S2,0.48627698083355686,P2,P2,10.0,0.008743061636175428,1.84771177201044,1.84771177201044,irm,"{""P1"": 1.8315809388387772, ""P3"": 1.8638425876980735}","{""P1"": 1.9230667352676392, ""P3"": 1.9302488565444946}",43,True,,inner_selection,P1_P3,0.16095238095238096,7.764219481032342e-05,0.10235467462507275
ERM_WARMUP,S2,0.0,3,SOURCE_LOPO_DEVELOPMENT,S2,0.8960307279867173,P2,P2,10.0,0.05351788404442015,1.6521722157796224,1.6521722157796224,irm,"{""P1"": 1.6173139672052292, ""P3"": 1.6870304614021665}","{""P1"": 1.965457558631897, ""P3"": 1.9275233745574951}",43,True,,inner_selection,P1_P3,0.14666666666666667,0.009024465456604958,0.11299822078454537
ERM_WARMUP,S2,0.0,4,SOURCE_LOPO_DEVELOPMENT,S2,1.4619516680111277,P2,P2,10.0,0.13813757527442205,1.3998639070420038,1.3998639070420038,irm,"{""P1"": 1.3585821163086664, ""P3"": 1.4411456948234922}","{""P1"": 2.032038450241089, ""P3"": 1.9361730813980103}",43,True,,inner_selection,P1_P3,0.2661904761904762,0.03973868489265442,0.21302745304807416
ERM_WARMUP,S2,0.0,5,SOURCE_LOPO_DEVELOPMENT,S2,3.5292697343652435,P2,P2,10.0,0.21083774765332539,1.1878840019589378,1.1878840019589378,irm,"{""P1"": 1.1516836656842913, ""P3"": 1.2240843557176135}","{""P1"": 2.122786045074463, ""P3"": 1.9045499563217163}",43,True,,inner_selection,P1_P3,0.23476190476190475,0.09178616106510162,0.2217762334754907
ERM_WARMUP,S2,0.0,6,SOURCE_LOPO_DEVELOPMENT,S2,3.4015613068182904,P2,P2,10.0,0.3204971778960455,0.9922010374069213,0.9922010374069213,irm,"{""P1"": 0.9640929488908677, ""P3"": 1.0203091346649897}","{""P1"": 2.1835670471191406, ""P3"": 1.8668147325515747}",43,False,,inner_selection,P1_P3,0.16666666666666666,0.13322590291500092,0.149036371388195
ERM_WARMUP,S2,0.0,7,SOURCE_LOPO_DEVELOPMENT,S2,4.191829140984919,P2,P2,10.0,0.40013242403666177,0.8236062749226888,0.8236062749226888,irm,"{""P1"": 0.8029255149478004, ""P3"": 0.8442870239984421}","{""P1"": 2.209726572036743, ""P3"": 1.92650306224823}",43,False,,inner_selection,P1_P3,0.17857142857142858,0.20221295952796936,0.1572743124394415
ERM_WARMUP,S2,0.0,8,SOURCE_LOPO_DEVELOPMENT,S2,4.311716947047844,P2,P2,10.0,0.4442002421333676,0.6620147693724859,0.6620147693724859,irm,"{""P1"": 0.6484933946246193, ""P3"": 0.6755361477533977}","{""P1"": 2.305925130844116, ""P3"": 1.9127041101455688}",43,True,,inner_selection,P1_P3,0.29428571428571426,0.2830464243888855,0.2390346630800293
ERM_WARMUP,S2,0.0,9,SOURCE_LOPO_DEVELOPMENT,S2,5.409794313337701,P2,P2,10.0,0.43083856991359165,0.5345048940749395,0.5345048940749395,irm,"{""P1"": 0.5227418084371658, ""P3"": 0.5462679898738861}","{""P1"": 2.3566036224365234, ""P3"": 1.9970414638519287}",43,False,,inner_selection,P1_P3,0.25761904761904764,0.38781264424324036,0.19883109927594014
ERM_WARMUP,S2,0.0,10,SOURCE_LOPO_DEVELOPMENT,S2,4.694633482540532,P2,P2,10.0,0.40382525347528003,0.41079971517835345,0.41079971517835345,irm,"{""P1"": 0.4001095753624326, ""P3"": 0.42148985788935706}","{""P1"": 2.413217544555664, ""P3"": 1.9256939888000488}",43,True,,inner_selection,P1_P3,0.28523809523809524,0.4415226876735687,0.26857222223890287
ERM_WARMUP,S2,0.0,11,SOURCE_LOPO_DEVELOPMENT,S2,4.304413573734019,P2,P2,10.0,0.34117999780745734,0.31866124170167104,0.31866124170167104,irm,"{""P1"": 0.312987254687718, ""P3"": 0.32433522871562415}","{""P1"": 2.417579174041748, ""P3"": 2.055391550064087}",43,False,,inner_selection,P1_P3,0.26,0.582041323184967,0.21133982659008196
ERM_WARMUP,S2,0.0,12,SOURCE_LOPO_DEVELOPMENT,S2,3.5007822469157865,P2,P2,10.0,0.27520999528112866,0.24366926127956026,0.24366926127956026,irm,"{""P1"": 0.23793499986330668, ""P3"": 0.2494035199710301}","{""P1"": 2.438897132873535, ""P3"": 2.0087389945983887}",43,False,,inner_selection,P1_P3,0.18904761904761905,0.5432072281837463,0.16510790179319937
POST_ANNEAL,S2,10.0,13,SOURCE_LOPO_DEVELOPMENT,S2,2.8518838381105183,P2,P2,10.0,0.16931818784702393,0.1710179820940608,0.345194993019104,irm,"{""P1"": 0.33799083641597205, ""P3"": 0.3523991445132664}","{""P1"": 4.1492533683776855, ""P3"": 3.531968355178833}",43,False,,inner_selection,P1_P3,0.14476190476190476,8.35313606262207,0.0855591286570887
POST_ANNEAL,S2,10.0,14,SOURCE_LOPO_DEVELOPMENT,S2,200.01598401082248,P2,P2,10.0,20.799383296966553,19.343301648185367,4.782484978721255,irm,"{""P1"": 4.679875355220976, ""P3"": 4.8850946022215345}","{""P1"": 2.7470853328704834, ""P3"": 2.7465975284576416}",43,False,,inner_selection,P1_P3,0.14285714285714285,1.5839784145355225,0.03571428571428571
POST_ANNEAL,S2,10.0,15,SOURCE_LOPO_DEVELOPMENT,S2,9.270013656350837,P2,P2,10.0,0.5952047103359586,0.7556639841624668,2.360256909869966,irm,"{""P1"": 2.3263390886215936, ""P3"": 2.3941747601826986}","{""P1"": 2.256549596786499, ""P3"": 2.263660192489624}",43,False,,inner_selection,P1_P3,0.12142857142857143,0.2939262390136719,0.07394734057865437
POST_ANNEAL,S2,10.0,16,SOURCE_LOPO_DEVELOPMENT,S2,1.3569759227955833,P2,P2,10.0,0.034196384433834326,0.21086354156335194,1.977535135178339,irm,"{""P1"": 1.9613454087575277, ""P3"": 1.9937248470669702}","{""P1"": 2.064476490020752, ""P3"": 2.0641050338745117}",43,False,,inner_selection,P1_P3,0.14285714285714285,0.05947161838412285,0.03571428571428571
POST_ANNEAL,S2,10.0,17,SOURCE_LOPO_DEVELOPMENT,S2,0.8186723675656726,P2,P2,10.0,0.00837773329511817,0.1819454160190764,1.9176222646804082,irm,"{""P1"": 1.9026770930063157, ""P3"": 1.93256746110462}","{""P1"": 1.998081088066101, ""P3"": 1.990255355834961}",43,False,,inner_selection,P1_P3,0.1661904761904762,0.013437667861580849,0.0770681000566058
POST_ANNEAL,S2,10.0,18,SOURCE_LOPO_DEVELOPMENT,S2,0.0699044122175629,P2,P2,10.0,0.0011942217272839376,0.170379914414315,1.8622368435632615,irm,"{""P1"": 1.8489623358136131, ""P3"": 1.8755113367807297}","{""P1"": 1.9757431745529175, ""P3"": 1.965476393699646}",43,False,,inner_selection,P1_P3,0.1657142857142857,0.005006430670619011,0.068343055620611
ERM_WARMUP,S2,0.0,1,SOURCE_LOPO_DEVELOPMENT,S2,1.1604373072242895,P2,P2,10.0,0.027890500529477048,1.969209197362264,1.969209197362264,irm,"{""P1"": 1.9630305173661973, ""P3"": 1.9753878967345706}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,2,SOURCE_LOPO_DEVELOPMENT,S2,0.35926763350106034,P2,P2,10.0,0.014928885648647944,1.8131455167891488,1.8131455167891488,irm,"{""P1"": 1.8023671568007695, ""P3"": 1.8239238961537678}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,3,SOURCE_LOPO_DEVELOPMENT,S2,1.5821441397431015,P2,P2,10.0,0.07831083506818802,1.5438602589047143,1.5438602589047143,irm,"{""P1"": 1.527130646629939, ""P3"": 1.5605898518032497}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,4,SOURCE_LOPO_DEVELOPMENT,S2,2.8684499581335996,P2,P2,10.0,0.18497470501869445,1.2826032743756732,1.2826032743756732,irm,"{""P1"": 1.2848052666679262, ""P3"": 1.2804012820834205}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,5,SOURCE_LOPO_DEVELOPMENT,S2,5.024448079500943,P2,P2,10.0,0.26341359948355053,1.077849306606111,1.077849306606111,irm,"{""P1"": 1.0847057015176804, ""P3"": 1.0709928898962717}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,6,SOURCE_LOPO_DEVELOPMENT,S2,6.255986180473557,P2,P2,10.0,0.3245407498734338,0.9062625565604558,0.9062625565604558,irm,"{""P1"": 0.9161509905164203, ""P3"": 0.8963741220746722}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,7,SOURCE_LOPO_DEVELOPMENT,S2,7.722410232442874,P2,P2,10.0,0.3021988412122878,0.807663309195685,0.807663309195685,irm,"{""P1"": 0.8134316226414272, ""P3"": 0.8018949812177628}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,8,SOURCE_LOPO_DEVELOPMENT,S2,5.64956658511819,P2,P2,10.0,0.4077882930967543,0.6160770006028433,0.6160770006028433,irm,"{""P1"": 0.6222086523071167, ""P3"": 0.6099453377345252}",,43,False,,outer_refit,P1_P3,,,
POST_ANNEAL,S2,10.0,9,SOURCE_LOPO_DEVELOPMENT,S2,62.43751538721556,P2,P2,10.0,5.755181901417082,5.491955994651431,2.2901257209172323,irm,"{""P1"": 2.249491797855922, ""P3"": 2.3307596211206345}",,43,False,,outer_refit,P1_P3,,,
POST_ANNEAL,S2,10.0,10,SOURCE_LOPO_DEVELOPMENT,S2,8.76612721723901,P2,P2,10.0,0.7754287621236983,0.9172006314046799,2.3349193906027175,irm,"{""P1"": 2.3070063251919217, ""P3"": 2.3628324909815714}",,43,True,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,1,SOURCE_LOPO_DEVELOPMENT,S2,1.4394606510436372,P2,P2,100.0,0.040094493880890134,1.9903349508558001,1.9903349508558001,irm,"{""P1"": 1.982211180187407, ""P3"": 1.9984587244760423}","{""P1"": 1.9553308486938477, ""P3"": 1.9599732160568237}",43,True,,inner_selection,P1_P3,0.14285714285714285,0.001284342142753303,0.0364741641337386
ERM_WARMUP,S2,0.0,2,SOURCE_LOPO_DEVELOPMENT,S2,0.48627698083355686,P2,P2,100.0,0.008743061636175428,1.84771177201044,1.84771177201044,irm,"{""P1"": 1.8315809388387772, ""P3"": 1.8638425876980735}","{""P1"": 1.9230667352676392, ""P3"": 1.9302488565444946}",43,True,,inner_selection,P1_P3,0.16095238095238096,7.764219481032342e-05,0.10235467462507275
ERM_WARMUP,S2,0.0,3,SOURCE_LOPO_DEVELOPMENT,S2,0.8960307279867173,P2,P2,100.0,0.05351788404442015,1.6521722157796224,1.6521722157796224,irm,"{""P1"": 1.6173139672052292, ""P3"": 1.6870304614021665}","{""P1"": 1.965457558631897, ""P3"": 1.9275233745574951}",43,True,,inner_selection,P1_P3,0.14666666666666667,0.009024465456604958,0.11299822078454537
ERM_WARMUP,S2,0.0,4,SOURCE_LOPO_DEVELOPMENT,S2,1.4619516680111277,P2,P2,100.0,0.13813757527442205,1.3998639070420038,1.3998639070420038,irm,"{""P1"": 1.3585821163086664, ""P3"": 1.4411456948234922}","{""P1"": 2.032038450241089, ""P3"": 1.9361730813980103}",43,True,,inner_selection,P1_P3,0.2661904761904762,0.03973868489265442,0.21302745304807416
ERM_WARMUP,S2,0.0,5,SOURCE_LOPO_DEVELOPMENT,S2,3.5292697343652435,P2,P2,100.0,0.21083774765332539,1.1878840019589378,1.1878840019589378,irm,"{""P1"": 1.1516836656842913, ""P3"": 1.2240843557176135}","{""P1"": 2.122786045074463, ""P3"": 1.9045499563217163}",43,True,,inner_selection,P1_P3,0.23476190476190475,0.09178616106510162,0.2217762334754907
ERM_WARMUP,S2,0.0,6,SOURCE_LOPO_DEVELOPMENT,S2,3.4015613068182904,P2,P2,100.0,0.3204971778960455,0.9922010374069213,0.9922010374069213,irm,"{""P1"": 0.9640929488908677, ""P3"": 1.0203091346649897}","{""P1"": 2.1835670471191406, ""P3"": 1.8668147325515747}",43,False,,inner_selection,P1_P3,0.16666666666666666,0.13322590291500092,0.149036371388195
ERM_WARMUP,S2,0.0,7,SOURCE_LOPO_DEVELOPMENT,S2,4.191829140984919,P2,P2,100.0,0.40013242403666177,0.8236062749226888,0.8236062749226888,irm,"{""P1"": 0.8029255149478004, ""P3"": 0.8442870239984421}","{""P1"": 2.209726572036743, ""P3"": 1.92650306224823}",43,False,,inner_selection,P1_P3,0.17857142857142858,0.20221295952796936,0.1572743124394415
ERM_WARMUP,S2,0.0,8,SOURCE_LOPO_DEVELOPMENT,S2,4.311716947047844,P2,P2,100.0,0.4442002421333676,0.6620147693724859,0.6620147693724859,irm,"{""P1"": 0.6484933946246193, ""P3"": 0.6755361477533977}","{""P1"": 2.305925130844116, ""P3"": 1.9127041101455688}",43,True,,inner_selection,P1_P3,0.29428571428571426,0.2830464243888855,0.2390346630800293
ERM_WARMUP,S2,0.0,9,SOURCE_LOPO_DEVELOPMENT,S2,5.409794313337701,P2,P2,100.0,0.43083856991359165,0.5345048940749395,0.5345048940749395,irm,"{""P1"": 0.5227418084371658, ""P3"": 0.5462679898738861}","{""P1"": 2.3566036224365234, ""P3"": 1.9970414638519287}",43,False,,inner_selection,P1_P3,0.25761904761904764,0.38781264424324036,0.19883109927594014
ERM_WARMUP,S2,0.0,10,SOURCE_LOPO_DEVELOPMENT,S2,4.694633482540532,P2,P2,100.0,0.40382525347528003,0.41079971517835345,0.41079971517835345,irm,"{""P1"": 0.4001095753624326, ""P3"": 0.42148985788935706}","{""P1"": 2.413217544555664, ""P3"": 1.9256939888000488}",43,True,,inner_selection,P1_P3,0.28523809523809524,0.4415226876735687,0.26857222223890287
ERM_WARMUP,S2,0.0,11,SOURCE_LOPO_DEVELOPMENT,S2,4.304413573734019,P2,P2,100.0,0.34117999780745734,0.31866124170167104,0.31866124170167104,irm,"{""P1"": 0.312987254687718, ""P3"": 0.32433522871562415}","{""P1"": 2.417579174041748, ""P3"": 2.055391550064087}",43,False,,inner_selection,P1_P3,0.26,0.582041323184967,0.21133982659008196
ERM_WARMUP,S2,0.0,12,SOURCE_LOPO_DEVELOPMENT,S2,3.5007822469157865,P2,P2,100.0,0.27520999528112866,0.24366926127956026,0.24366926127956026,irm,"{""P1"": 0.23793499986330668, ""P3"": 0.2494035199710301}","{""P1"": 2.438897132873535, ""P3"": 2.0087389945983887}",43,False,,inner_selection,P1_P3,0.18904761904761905,0.5432072281837463,0.16510790179319937
POST_ANNEAL,S2,100.0,13,SOURCE_LOPO_DEVELOPMENT,S2,4.221964401223233,P2,P2,100.0,0.1803971150233632,0.16698261165902728,0.39732327279590424,irm,"{""P1"": 0.384313033194769, ""P3"": 0.4103335035414923}","{""P1"": 3.3409857749938965, ""P3"": 3.1086065769195557}",43,False,,inner_selection,P1_P3,0.1680952380952381,3.8514244556427,0.09611396616600083
POST_ANNEAL,S2,100.0,14,SOURCE_LOPO_DEVELOPMENT,S2,79.82345231269993,P2,P2,100.0,5.028358582726547,5.003852846736,2.5532943371364047,irm,"{""P1"": 2.481086567924136, ""P3"": 2.6255021463121686}","{""P1"": 2.99099063873291, ""P3"": 3.0508720874786377}",43,False,,inner_selection,P1_P3,0.14285714285714285,3.252310276031494,0.035729172869648065
POST_ANNEAL,S2,100.0,15,SOURCE_LOPO_DEVELOPMENT,S2,10.343510041951475,P2,P2,100.0,0.4246038332723436,0.4421468140681585,2.196444538661412,irm,"{""P1"": 2.1665836406889416, ""P3"": 2.226305436633882}","{""P1"": 2.1534717082977295, ""P3"": 2.1767630577087402}",43,False,,inner_selection,P1_P3,0.14285714285714285,0.1689060628414154,0.035729172869648065
POST_ANNEAL,S2,100.0,16,SOURCE_LOPO_DEVELOPMENT,S2,1.5077544963285194,P2,P2,100.0,0.030423742219628323,0.04955411499809651,1.9625913772128878,irm,"{""P1"": 1.9419653633662632, ""P3"": 1.983217361995152}","{""P1"": 2.0047175884246826, ""P3"": 2.019296407699585}",43,False,,inner_selection,P1_P3,0.14285714285714285,0.02182142436504364,0.03571428571428571
POST_ANNEAL,S2,100.0,17,SOURCE_LOPO_DEVELOPMENT,S2,0.09479238094128667,P2,P2,100.0,0.0005119693441139091,0.019045802503824233,1.8724290979476201,irm,"{""P1"": 1.861277072770255, ""P3"": 1.8835811696733746}","{""P1"": 1.9801042079925537, ""P3"": 1.9880383014678955}",43,False,,inner_selection,P1_P3,0.14285714285714285,0.009383192285895348,0.03571428571428571
POST_ANNEAL,S2,100.0,18,SOURCE_LOPO_DEVELOPMENT,S2,0.06254505874437095,P2,P2,100.0,0.0003253823190572716,0.018851371134320893,1.8714502513976323,irm,"{""P1"": 1.8620688297635033, ""P3"": 1.8808316512334915}","{""P1"": 1.9879292249679565, ""P3"": 1.9971826076507568}",43,False,,inner_selection,P1_P3,0.14285714285714285,0.013231415301561356,0.03571428571428571
ERM_WARMUP,S2,0.0,1,SOURCE_LOPO_DEVELOPMENT,S2,1.1604373072242895,P2,P2,100.0,0.027890500529477048,1.969209197362264,1.969209197362264,irm,"{""P1"": 1.9630305173661973, ""P3"": 1.9753878967345706}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,2,SOURCE_LOPO_DEVELOPMENT,S2,0.35926763350106034,P2,P2,100.0,0.014928885648647944,1.8131455167891488,1.8131455167891488,irm,"{""P1"": 1.8023671568007695, ""P3"": 1.8239238961537678}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,3,SOURCE_LOPO_DEVELOPMENT,S2,1.5821441397431015,P2,P2,100.0,0.07831083506818802,1.5438602589047143,1.5438602589047143,irm,"{""P1"": 1.527130646629939, ""P3"": 1.5605898518032497}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,4,SOURCE_LOPO_DEVELOPMENT,S2,2.8684499581335996,P2,P2,100.0,0.18497470501869445,1.2826032743756732,1.2826032743756732,irm,"{""P1"": 1.2848052666679262, ""P3"": 1.2804012820834205}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,5,SOURCE_LOPO_DEVELOPMENT,S2,5.024448079500943,P2,P2,100.0,0.26341359948355053,1.077849306606111,1.077849306606111,irm,"{""P1"": 1.0847057015176804, ""P3"": 1.0709928898962717}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,6,SOURCE_LOPO_DEVELOPMENT,S2,6.255986180473557,P2,P2,100.0,0.3245407498734338,0.9062625565604558,0.9062625565604558,irm,"{""P1"": 0.9161509905164203, ""P3"": 0.8963741220746722}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,7,SOURCE_LOPO_DEVELOPMENT,S2,7.722410232442874,P2,P2,100.0,0.3021988412122878,0.807663309195685,0.807663309195685,irm,"{""P1"": 0.8134316226414272, ""P3"": 0.8018949812177628}",,43,False,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,8,SOURCE_LOPO_DEVELOPMENT,S2,5.64956658511819,P2,P2,100.0,0.4077882930967543,0.6160770006028433,0.6160770006028433,irm,"{""P1"": 0.6222086523071167, ""P3"": 0.6099453377345252}",,43,False,,outer_refit,P1_P3,,,
POST_ANNEAL,S2,100.0,9,SOURCE_LOPO_DEVELOPMENT,S2,57.89744065556637,P2,P2,100.0,4.577466186644539,4.610356772892059,2.20370548006088,irm,"{""P1"": 2.1698835775587293, ""P3"": 2.2375273413885206}",,43,False,,outer_refit,P1_P3,,,
POST_ANNEAL,S2,100.0,10,SOURCE_LOPO_DEVELOPMENT,S2,8.448703805555253,P2,P2,100.0,1.0587648241056336,1.072949638255532,2.4914320005689348,irm,"{""P1"": 2.4619287531716485, ""P3"": 2.520935184993441}",,43,True,,outer_refit,P1_P3,,,
ERM_WARMUP,S2,0.0,1,SOURCE_LOPO_DEVELOPMENT,S2,1.4394606510436372,P2,P2,1000.0,0.040094493880890134,1.9903349508558001,1.9903349508558001,irm,"{""P1"": 1.982211180187407, ""P3"": 1.9984587244760423}","{""P1"": 1.9553308486938477, ""P3"": 1.9599732160568237}",43,True,,inner_selection,P1_P3,0.14285714285714285,0.001284342142753303,0.0364741641337386
ERM_WARMUP,S2,0.0,2,SOURCE_LOPO_DEVELOPMENT,S2,0.48627698083355686,P2,P2,1000.0,0.008743061636175428,1.84771177201044,1.84771177201044,irm,"{""P1"": 1.8315809388387772, ""P3"": 1.8638425876980735}","{""P1"": 1.9230667352676392, ""P3"": 1.9302488565444946}",43,True,,inner_selection,P1_P3,0.16095238095238096,7.764219481032342e-05,0.10235467462507275
ERM_WARMUP,S2,0.0,3,SOURCE_LOPO_DEVELOPMENT,S2,0.8960307279867173,P2,P2,1000.0,0.05351788404442015,1.6521722157796224,1.6521722157796224,irm,"{""P1"": 1.6173139672052292, ""P3"": 1.6870304614021665}","{""P1"": 1.965457558631897, ""P3"": 1.9275233745574951}",43,True,,inner_selection,P1_P3,0.14666666666666667,0.009024465456604958,0.11299822078454537
ERM_WARMUP,S2,0.0,4,SOURCE_LOPO_DEVELOPMENT,S2,1.4619516680111277,P2,P2,1000.0,0.13813757527442205,1.3998639070420038,1.3998639070420038,irm,"{""P1"": 1.3585821163086664, ""P3"": 1.4411456948234922}","{""P1"": 2.032038450241089, ""P3"": 1.9361730813980103}",43,True,,inner_selection,P1_P3,0.2661904761904762,0.03973868489265442,0.21302745304807416
ERM_WARMUP,S2,0.0,5,SOURCE_LOPO_DEVELOPMENT,S2,3.5292697343652435,P2,P2,1000.0,0.21083774765332539,1.1878840019589378,1.1878840019589378,irm,"{""P1"": 1.1516836656842913, ""P3"": 1.2240843557176135}","{""P1"": 2.122786045074463, ""P3"": 1.9045499563217163}",43,True,,inner_selection,P1_P3,0.23476190476190475,0.09178616106510162,0.2217762334754907
ERM_WARMUP,S2,0.0,6,SOURCE_LOPO_DEVELOPMENT,S2,3.4015613068182904,P2,P2,1000.0,0.3204971778960455,0.9922010374069213,0.9922010374069213,irm,"{""P1"": 0.9640929488908677, ""P3"": 1.0203091346649897}","{""P1"": 2.1835670471191406, ""P3"": 1.8668147325515747}",43,False,,inner_selection,P1_P3,0.16666666666666666,0.13322590291500092,0.149036371388195
ERM_WARMUP,S2,0.0,7,SOURCE_LOPO_DEVELOPMENT,S2,4.191829140984919,P2,P2,1000.0,0.40013242403666177,0.8236062749226888,0.8236062749226888,irm,"{""P1"": 0.8029255149478004, ""P3"": 0.8442870239984421}","{""P1"": 2.209726572036743, ""P3"": 1.92650306224823}",43,False,,inner_selection,P1_P3,0.17857142857142858,0.20221295952796936,0.1572743124394415
ERM_WARMUP,S2,0.0,8,SOURCE_LOPO_DEVELOPMENT,S2,4.311716947047844,P2,P2,1000.0,0.4442002421333676,0.6620147693724859,0.6620147693724859,irm,"{""P1"": 0.6484933946246193, ""P3"": 0.6755361477533977}","{""P1"": 2.305925130844116, ""P3"": 1.9127041101455688}",43,True,,inner_selection,P1_P3,0.29428571428571426,0.2830464243888855,0.2390346630800293
ERM_WARMUP,S2,0.0,9,SOURCE_LOPO_DEVELOPMENT,S2,5.409794313337701,P2,P2,1000.0,0.43083856991359165,0.5345048940749395,0.5345048940749395,irm,"{""P1"": 0.5227418084371658, ""P3"": 0.5462679898738861}","{""P1"": 2.3566036224365234, ""P3"": 1.9970414638519287}",43,False,,inner_selection,P1_P3,0.25761904761904764,0.38781264424324036,0.19883109927594014
ERM_WARMUP,S2,0.0,10,SOURCE_LOPO_DEVELOPMENT,S2,4.694633482540532,P2,P2,1000.0,0.40382525347528003,0.41079971517835345,0.41079971517835345,irm,"{""P1"": 0.4001095753624326, ""P3"": 0.42148985788935706}","{""P1"": 2.413217544555664, ""P3"": 1.9256939888000488}",43,True,,inner_selection,P1_P3,0.28523809523809524,0.4415226876735687,0.26857222223890287
ERM_WARMUP,S2,0.0,11,SOURCE_LOPO_DEVELOPMENT,S2,4.304413573734019,P2,P2,1000.0,0.34117999780745734,0.31866124170167104,0.31866124170167104,irm,"{""P1"": 0.312987254687718, ""P3"": 0.32433522871562415}","{""P1"": 2.417579174041748, ""P3"": 2.055391550064087}",43,False,,inner_selection,P1_P3,0.26,0.582041323184967,0.21133982659008196
ERM_WARMUP,S2,0.0,12,SOURCE_LOPO_DEVELOPMENT,S2,3.5007822469157865,P2,P2,1000.0,0.27520999528112866,0.24366926127956026,0.24366926127956026,irm,"{""P1"": 0.23793499986330668, ""P3"": 0.2494035199710301}","{""P1"": 2.438897132873535, ""P3"": 2.0087389945983887}",43,False,,inner_selection,P1_P3,0.18904761904761905,0.5432072281837463,0.16510790179319937
POST_ANNEAL,S2,1000.0,13,SOURCE_LOPO_DEVELOPMENT,S2,4.489730185383316,P2,P2,1000.0,0.18188299142179035,0.16640135447184246,0.40267436390831357,irm,"{""P1"": 0.3894190288725353, ""P3"": 0.4159296959922427}","{""P1"": 3.3233625888824463, ""P3"": 3.078770637512207}",43,False,,inner_selection,P1_P3,0.1895238095238095,3.944399356842041,0.11619413842574557
