fold,support_seed,selection_rank,first_included_budget,dataset_index,sample_id,class_index,TagID,ER,surface_index,factor_cell,condition_block_id,row_ordinal_within_block,exact_signal_sha256
1,555029,171,200,1794,P4_S1_R0744,4,5,2,1,E2xS1,block_0c3084788dc02011c9d7,44,a1b598b92da0d02711489401b727670f809a888ffb06ae20f32ca608afa9986e
1,555029,172,200,1949,P4_S1_R0899,5,6,2,1,E2xS1,block_ee5a03f67d713e5a16d1,49,3cd04bb92d2146d10e2425161d02102821b1290b2ff77ed49b53af5409ffa4fd
1,555029,173,200,2054,P4_S1_R1004,6,7,2,1,E2xS1,block_341a112d441641aadab6,4,955b455b4a679320c59e4c229178bb5420771c897693586f68b1913afd0fc146
1,555029,174,200,1184,P4_S1_R0134,0,1,2,1,E2xS1,block_3fd830e3c85599e9b165,34,10704183635e6154a3bed63dd53fec53d277e9a5a8caad741c693f1654ea6869
1,555029,175,200,1301,P4_S1_R0251,1,2,2,1,E2xS1,block_bc3f8e677b092fd01efe,1,537b30a013a613435ee15a35a004d570b9a68b1f92d5fec86e73d27e2e19755f
1,555029,176,200,356,P4_S0_R0356,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,6,9cb7486b3bc3006fab0762d102a9d9a098fd83b8905291b204687f3523a7d092
1,555029,177,200,534,P4_S0_R0534,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,34,0aa6217fc3ade2a0eff489a3e1b3cd6085841ddb3eb13174219d29b0da4e8350
1,555029,178,200,660,P4_S0_R0660,4,5,1,0,E1xS0,block_3ce4205902299104d952,10,4b5660b0fe9647e60d35e650b3c75dad91e02266de6ce1508ee120162f30577b
1,555029,179,200,814,P4_S0_R0814,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,14,49c1786e4de791d3c1ea8832fd9729b3dcbe4b1e4bcb9a0af8319c585190c1f1
1,555029,180,200,994,P4_S0_R0994,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,44,e686cee2de4b3c75cc3683c6f89d7a246638a371feb4f717112e43f5246e8223
1,555029,181,200,61,P4_S0_R0061,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,11,5fe97b39daa6549eee52267cc63903a88f0b09c22af5bb068facb103188bbe23
1,555029,182,200,232,P4_S0_R0232,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,32,1a8f2e230b841b1a941ca14589efb49401fe8cd7b5d7443ad2cf857aa6ac1867
1,555029,183,200,1414,P4_S1_R0364,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,14,d4d96dbfe00e91e72846ba05519dd24e1dd9ef7ec301d8e56a5fad29b4ddf931
1,555029,184,200,1552,P4_S1_R0502,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,2,320b60d8758bf99e5c1c5d6f80472b18e7802532a36294fc77c9ebe23c64c5ae
1,555029,185,200,1745,P4_S1_R0695,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,45,d312d9a0cab4a6b7cfaf9e07bd18e6ab97eb4ab2706a9505b7c2017dcedecd72
1,555029,186,200,1851,P4_S1_R0801,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,1,63a2e875be4d2d594523d02fcc22593794c51c88d1a77c3ec9be073449a90d84
1,555029,187,200,2049,P4_S1_R0999,6,7,1,1,E1xS1,block_2b532eea571966268273,49,dcec2a00daf0b44a66bb2be525fb4ad14b5cd291f318803f9e46bedcf9a9bf2a
1,555029,188,200,1135,P4_S1_R0085,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,35,5ad7aa17969fa3ed493de245d4910c20f84366a36ef25bc1cb4dcdddd565fd09
1,555029,189,200,1250,P4_S1_R0200,1,2,1,1,E1xS1,block_4b986650fb8e35cbcab3,0,f21b1b15b1b01b63c5ea7a2e0cb643a4148a664b99c79cfe199bbccb6590e5e4
1,555029,190,200,314,P4_S0_R0314,2,3,0,0,E0xS0,block_627d07f89a2461369a42,14,045269a303caab96648958c3d533bd6ebc698297450b26d622c6687c66a53cd3
1,555029,191,200,494,P4_S0_R0494,3,4,0,0,E0xS0,block_39c80b28048dc59e5b98,44,4162b4f2a7dd0e9f1ff0d077abbd27b16d235b02eee7747ad08f3a669911681b
1,555029,192,200,647,P4_S0_R0647,4,5,0,0,E0xS0,block_ae32ab3187a6e1b38780,47,202111e7d6e0b4171259da49f042b40444f5298a317366b08a69ecc2495a052b
1,555029,193,200,789,P4_S0_R0789,5,6,0,0,E0xS0,block_c66cb679a8f3fd0bed20,39,c7e360d13289d8ae8fcd568ab2820cd4b1db0f8a1b7b7a954a6109bf95fa52c0
1,555029,194,200,929,P4_S0_R0929,6,7,0,0,E0xS0,block_4769f079f941359d9297,29,316143e38f6ee7491ea385d84b3f69665bd727e0521befeb23fe9bbbe2625c4e
1,555029,195,200,3,P4_S0_R0003,0,1,0,0,E0xS0,block_0b73d820a92300e7ac13,3,21a4a8fcca159e108f51333447918acc5ee7af0b454af9f417b78a8192e1a787
1,555029,196,200,158,P4_S0_R0158,1,2,0,0,E0xS0,block_e469b8dc99b1488b0224,8,2f82d01c273165567c673deafdb6ef08b84ebb0994fb32b39e41bc9ca859eb18
1,555029,197,200,2518,P4_S2_R0418,2,3,2,2,E2xS2,block_ffd5b2a9479f017a39f8,18,b4de96e541bd6a2979d6831ac625521b12ff81b98dcef78906792db4e8bee72b
1,555029,198,200,2686,P4_S2_R0586,3,4,2,2,E2xS2,block_1768c537a907db1d06e2,36,1d509272eeca792c6230799ad56fb5220a2edf19abcdc91b5d29bf91134f2852
1,555029,199,200,2817,P4_S2_R0717,4,5,2,2,E2xS2,block_3776c2ed6c293e3f0e9e,17,e6c0fe24c879ec68a8952b4f5cd5fc82a01b25f69ec8f5e107a1dcfbc1ac31ad
1,555029,200,200,2989,P4_S2_R0889,5,6,2,2,E2xS2,block_daa129463ced47e5c69d,39,954d7b08c6a204c6b7d9bf9703cce0d8b47f1ce1283e3413a727913c1220e0cb
1,555029,201,500,3116,P4_S2_R1016,6,7,2,2,E2xS2,block_1c8369316d0c7464ebc6,16,32e36eb9bcde711a659bdd4e5d3e0533e48aa23eb2818e3c0e73313c633a38ca
1,555029,202,500,2236,P4_S2_R0136,0,1,2,2,E2xS2,block_be20ec8525da703647b7,36,4da8a8d506fdaf4a436ad1647c8fdcc0a6fdfb699be6ed764ebecbe0457f310b
1,555029,203,500,2384,P4_S2_R0284,1,2,2,2,E2xS2,block_a019125989e19a1c3743,34,ae26dd95b70bbec77a5d66f5f97456e792178a02f1ece1dbf8e94db4fe8c563c
1,555029,204,500,2435,P4_S2_R0335,2,3,0,2,E0xS2,block_a1f01518e8af3b26a76b,35,7730bc660b308dab6df1238779abeba06da8f9a496542cd8c786dad5cc9cb3ab
1,555029,205,500,2563,P4_S2_R0463,3,4,0,2,E0xS2,block_cd83c9ffbceb34f2a036,13,4aae5189880dcdd4fad53c26be81e15ecb8dc0877b0c8a5254e2bff08493f706
1,555029,206,500,2736,P4_S2_R0636,4,5,0,2,E0xS2,block_b5566805f96ca56a8df8,36,8d387615a6cd61916d4bcb6d8f9e38ec0010289abc8a23fde485c9bb49a292e9
1,555029,207,500,2888,P4_S2_R0788,5,6,0,2,E0xS2,block_a6ed69b04e5479ad4efe,38,1ecd9952bc78e42ea67b42956b83abef38d5aa1550fb6fd0179ce96d014c5b6b
1,555029,208,500,3047,P4_S2_R0947,6,7,0,2,E0xS2,block_9c41b8b37cd02b562989,47,a29cc872ddbed605096bf6e93decf6cd1efe2fb15e930d8e04d43578c81a14b5
1,555029,209,500,2118,P4_S2_R0018,0,1,0,2,E0xS2,block_dcd65b6733239f039f78,18,c636560432e857e218b39bb958896bbad8d405f168e549a9053fcc41888a1121
1,555029,210,500,2280,P4_S2_R0180,1,2,0,2,E0xS2,block_f9220b318055328fc70b,30,0f16fb81c785b63e1ee482ac0c055abe43b46d790acd998b05da2ba93dfcb784
1,555029,211,500,1471,P4_S1_R0421,2,3,2,1,E2xS1,block_43a8de3c5649853c978d,21,e257ab91d5cc4bcf9e9cf050db52a4da4a4f473094d6c5df76708fbb97bef1cc
1,555029,212,500,1601,P4_S1_R0551,3,4,2,1,E2xS1,block_f9e261f86eb69990627a,1,b47b613d5a54c595df12c83e13b311f08bf6ec5cad017c0c84d12af06bf53950
1,555029,213,500,1783,P4_S1_R0733,4,5,2,1,E2xS1,block_0c3084788dc02011c9d7,33,0505807eb9fbac6c1a212919d4dd7cb4c69cb376b21f43b5e8a1ece836c9c5a1
1,555029,214,500,1937,P4_S1_R0887,5,6,2,1,E2xS1,block_ee5a03f67d713e5a16d1,37,644c39d3b4a25fbfc156860d2447ecafe9235e21971fbbfbbca9aaa263c45e67
1,555029,215,500,2082,P4_S1_R1032,6,7,2,1,E2xS1,block_341a112d441641aadab6,32,f9be5f74ef474684a54046cde3051bea012288e1add17bf48c2ef96f619fbb52
1,555029,216,500,1162,P4_S1_R0112,0,1,2,1,E2xS1,block_3fd830e3c85599e9b165,12,c9c40d00a4d0b6c5711be4a2879b07879c8dd2c266036c3f5593ca816c14cea9
1,555029,217,500,1319,P4_S1_R0269,1,2,2,1,E2xS1,block_bc3f8e677b092fd01efe,19,6bb38d01ca72a1a4b19b7969f2c28e2ee9c9ce7200ec970433c5712aa5951480
1,555029,218,500,395,P4_S0_R0395,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,45,eb66f780e596aa6aa2c33f2445a9451ee5286173c5f7518efa50a0eb51a283a7
1,555029,219,500,537,P4_S0_R0537,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,37,1be6c7ef2585b94ee7a003b16bfd6e4bd6954d40733206e47601f6995edebc8f
1,555029,220,500,675,P4_S0_R0675,4,5,1,0,E1xS0,block_3ce4205902299104d952,25,63a5ca1dcf9371df0379419cd49f12b88703e6b5d12fae05d404c0e70c62ae9a
1,555029,221,500,846,P4_S0_R0846,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,46,cd2a38feb27b8313fefec7ffaee7ae87846a3efc8494aec369742feaacac0226
1,555029,222,500,982,P4_S0_R0982,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,32,fec4477e60b815277ec52baf57a5cf6780c4896221280c1982c5c55b6d74d653
1,555029,223,500,86,P4_S0_R0086,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,36,6ab0bdce8fc168078304d36c95f63ff92783392cae47bbee4f88b675a09f2d0d
1,555029,224,500,249,P4_S0_R0249,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,49,610b712019919191293751393de56bf67f42096ba70b458084cbb67b6a7b9696
1,555029,225,500,1404,P4_S1_R0354,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,4,3188b8694c1334d76000c6c6194ab2ee320f7c1a5511b9ff07edc54e6300ea90
1,555029,226,500,1553,P4_S1_R0503,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,3,dee0c73fdf39dc6975fce9752d6b893820b9b6da19cd6ade97ca296a297a6b69
1,555029,227,500,1708,P4_S1_R0658,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,8,38c875d78c985dc11905a99217550d57cae803f4a0c0f3cb6763f07a52db5ecb
1,555029,228,500,1854,P4_S1_R0804,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,4,b3e131290f63550849c15b088e270b4c0db0551ba9240baf4c1a75cba4686aa6
1,555029,229,500,2044,P4_S1_R0994,6,7,1,1,E1xS1,block_2b532eea571966268273,44,a6c18898976d314cdca3922ec7db457e9735ebce8fc38d8c6912912a206a5ced
1,555029,230,500,1122,P4_S1_R0072,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,22,43d001346b51e1b007acd52a273ebaa22f0a714dc2117d467f41380dac33efb7
1,555029,231,500,1281,P4_S1_R0231,1,2,1,1,E1xS1,block_4b986650fb8e35cbcab3,31,fb1029a50c83264a05dce22b04fb1558bf29ae49d7905be0480546c980c55fbe
1,555029,232,500,329,P4_S0_R0329,2,3,0,0,E0xS0,block_627d07f89a2461369a42,29,c14477f89638b889e6a804e63bf2a83ec478d2b267d94186e2fd145c4d02edac
1,555029,233,500,498,P4_S0_R0498,3,4,0,0,E0xS0,block_39c80b28048dc59e5b98,48,7d0bd28c657cb75ee50d76b9383c0e5d3a847aef55d442680acc66868427ff28
1,555029,234,500,602,P4_S0_R0602,4,5,0,0,E0xS0,block_ae32ab3187a6e1b38780,2,6df5dbf0ddca95358b47ef19b2fecc7a7c20da203d29acf6aaa244ff7fef9527
1,555029,235,500,764,P4_S0_R0764,5,6,0,0,E0xS0,block_c66cb679a8f3fd0bed20,14,77d53f7c480d7f555351b3fa5af80c86129ff39b2dd8d3b2bb3621daff6663a3
1,555029,236,500,940,P4_S0_R0940,6,7,0,0,E0xS0,block_4769f079f941359d9297,40,16306888dc4f10061f4740268001af7e2a55a954579d183788bef341c6869598
1,555029,237,500,21,P4_S0_R0021,0,1,0,0,E0xS0,block_0b73d820a92300e7ac13,21,d10762122deef6754c5e2c9d45306fdad340a062de2b419b00aea1d65909d6f6
1,555029,238,500,192,P4_S0_R0192,1,2,0,0,E0xS0,block_e469b8dc99b1488b0224,42,b8cd7d6d76367eca082ad3e09767dca5acc09131711d94abe46d4064fcd16691
1,555029,239,500,2548,P4_S2_R0448,2,3,2,2,E2xS2,block_ffd5b2a9479f017a39f8,48,6d321a3aeb6ceac3c6546def3c7d45325eecdbe4f4134cf6ef39429c7b657afa
1,555029,240,500,2688,P4_S2_R0588,3,4,2,2,E2xS2,block_1768c537a907db1d06e2,38,da3e38dc0a211ebbc955e38afc7021c6a1436b2d50bb405666055c4912660e54
1,555029,241,500,2807,P4_S2_R0707,4,5,2,2,E2xS2,block_3776c2ed6c293e3f0e9e,7,2b7d6a1dfa5f610b981079e8767112e8ae9e4824370f11121775ae88bae9fc29
1,555029,242,500,2969,P4_S2_R0869,5,6,2,2,E2xS2,block_daa129463ced47e5c69d,19,4705da24d08d8077187698d501e624d1b22a226e3b3298d38276f50e2866ecc7
1,555029,243,500,3127,P4_S2_R1027,6,7,2,2,E2xS2,block_1c8369316d0c7464ebc6,27,ad933161dc2f2ab5f9dc5df499e136d48093c2a9307d7846b93e1a5f1dd6bb87
1,555029,244,500,2242,P4_S2_R0142,0,1,2,2,E2xS2,block_be20ec8525da703647b7,42,b91eb89bf3e7525249ae8ce82d0062de5e35f7324f73519cdaccf1da8834e016
1,555029,245,500,2350,P4_S2_R0250,1,2,2,2,E2xS2,block_a019125989e19a1c3743,0,36243ac2c343c169d7e83e3aa2bf3913a452cf512f0fd645e485c3d56d806477
1,555029,246,500,2449,P4_S2_R0349,2,3,0,2,E0xS2,block_a1f01518e8af3b26a76b,49,d30e3aef7b3d4d12897b8f96afd03928296d087a02a13bfc741be8a2d40566c0
1,555029,247,500,2565,P4_S2_R0465,3,4,0,2,E0xS2,block_cd83c9ffbceb34f2a036,15,0d1787049553ab4f1ab884577e004a555e590c48ff7a251686c7e66f89771cf1
1,555029,248,500,2732,P4_S2_R0632,4,5,0,2,E0xS2,block_b5566805f96ca56a8df8,32,01b25a7ea632b19d8a0816349ed7a54870efc3d16bd4afe481f65215b9fe375a
1,555029,249,500,2881,P4_S2_R0781,5,6,0,2,E0xS2,block_a6ed69b04e5479ad4efe,31,1b379b9888e9d7831911938b4172a33e3f4c59250527d044c709f4f9070f477f
1,555029,250,500,3045,P4_S2_R0945,6,7,0,2,E0xS2,block_9c41b8b37cd02b562989,45,8d0c759bc54ea98882772405ddeae42812e832bb4c76bc5d086516278910d74c
1,555029,251,500,2130,P4_S2_R0030,0,1,0,2,E0xS2,block_dcd65b6733239f039f78,30,e8dac9fb47c73a83083e2827746313b63ecb806dac42953506c4585a63fd117d
1,555029,252,500,2252,P4_S2_R0152,1,2,0,2,E0xS2,block_f9220b318055328fc70b,2,b6038285baee68fbe9f40dba209e2fc501c854833776df084846e6d4a404d6e8
1,555029,253,500,1490,P4_S1_R0440,2,3,2,1,E2xS1,block_43a8de3c5649853c978d,40,b426316ca7062a89f745f32eec581dcdd7f81828fbd96447e5578e51d7757bf5
1,555029,254,500,1631,P4_S1_R0581,3,4,2,1,E2xS1,block_f9e261f86eb69990627a,31,e20cb8db9e08d1033eb322bd35a15567251f151771026e130811bc47249c738d
1,555029,255,500,1779,P4_S1_R0729,4,5,2,1,E2xS1,block_0c3084788dc02011c9d7,29,bab274abef127c05d2702c5475258e8d0371f865ac8ee550439c82d637afb5bc
1,555029,256,500,1941,P4_S1_R0891,5,6,2,1,E2xS1,block_ee5a03f67d713e5a16d1,41,503bacda07918df8a902270b43ace5ec71bd9e2b41241df2238a3c911374292a
1,555029,257,500,2059,P4_S1_R1009,6,7,2,1,E2xS1,block_341a112d441641aadab6,9,6cbf47476c2bd6e89eb33e537836d4cc3c49b27b6e26e498f0e810592cba846d
1,555029,258,500,1153,P4_S1_R0103,0,1,2,1,E2xS1,block_3fd830e3c85599e9b165,3,95badd6451f553e3fae04d9290a0a47df9b7b07cfdef9ab15ea8d37cfce6bd0c
1,555029,259,500,1322,P4_S1_R0272,1,2,2,1,E2xS1,block_bc3f8e677b092fd01efe,22,91286b0c2400cdf1edb8a6ea8446a2bfab585961211c902275b115ce72abb3fd
1,555029,260,500,372,P4_S0_R0372,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,22,9b72a9d73c83bb7ebd21b3281e856e39370404c9b9d545d06657ced1267aa2f1
1,555029,261,500,518,P4_S0_R0518,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,18,fd7a65f021154f6e6b355444513288a357842b2bf4c118a727fb47ca8b69d4cd
1,555029,262,500,696,P4_S0_R0696,4,5,1,0,E1xS0,block_3ce4205902299104d952,46,cb647230a1cd370240db8a328e73977361d903e0da05acc1f2d5468825f9c963
1,555029,263,500,829,P4_S0_R0829,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,29,ec9e225c4afcdb091155d5206b88ab76c712156337998e6c5e0daeb50c16f0d3
1,555029,264,500,975,P4_S0_R0975,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,25,67ede6bf5f687c0864d0eee8ff434dd049ac3cdfb96264ccd7990ac2ed79a094
1,555029,265,500,68,P4_S0_R0068,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,18,5fe97b39daa6549eee52267cc63903a88f0b09c22af5bb068facb103188bbe23
1,555029,266,500,225,P4_S0_R0225,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,25,0876ec5f4aaeec71748075398a21752c20f3abba57d0cbb8fbd1bd1dacbc68ca
1,555029,267,500,1433,P4_S1_R0383,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,33,44423d047fb5a95030a22dadfb7bd959b758ab9fdd254e4844411f8f03c9f23d
1,555029,268,500,1571,P4_S1_R0521,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,21,dee0c73fdf39dc6975fce9752d6b893820b9b6da19cd6ade97ca296a297a6b69
1,555029,269,500,1739,P4_S1_R0689,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,39,748091840e8d719dc989fbd04244fcc763caeba6942922b58666dcb0b8398381
1,555029,270,500,1871,P4_S1_R0821,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,21,4a045856ae17d171807104f27e1e99a3341b678ca7577d5244e4b91eaad3617c
1,555029,271,500,2045,P4_S1_R0995,6,7,1,1,E1xS1,block_2b532eea571966268273,45,6cf7a10957bcfc37aea4ef6816d67d4752463d50defa707e4663adee9ac64092
1,555029,272,500,1127,P4_S1_R0077,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,27,2a1aed5a904d4ca5a32d97fb350e14688d2881a99169c0d2774d1f5c5b0e88ae
1,555029,273,500,1274,P4_S1_R0224,1,2,1,1,E1xS1,block_4b986650fb8e35cbcab3,24,f85186a6d6f2ccede944a201ff4a04e4ef4fd62df73cb48c37fecaa7006ec966
1,555029,274,500,317,P4_S0_R0317,2,3,0,0,E0xS0,block_627d07f89a2461369a42,17,8ed8f45458143b4170ff2b9aac7850264ae9106a52b3817fde14fa55629eafa9
1,555029,275,500,461,P4_S0_R0461,3,4,0,0,E0xS0,block_39c80b28048dc59e5b98,11,c08d59cb812ba8dac20c97d71d1f97e234df6056e003a1340c9e18c6e6465474
1,555029,276,500,639,P4_S0_R0639,4,5,0,0,E0xS0,block_ae32ab3187a6e1b38780,39,13957887867d779e54308e9efe97a16ccee998df2f1862e16727472abddc4010
1,555029,277,500,791,P4_S0_R0791,5,6,0,0,E0xS0,block_c66cb679a8f3fd0bed20,41,5611d1c2e8578b2d33221f68ec06b689ba83572158ec8d9b0ad2a6109e702825
1,555029,278,500,939,P4_S0_R0939,6,7,0,0,E0xS0,block_4769f079f941359d9297,39,52e37ee264f6a9f9661efe7045cc5db4a3e90d95be6f3bbea955707968c2d6f4
1,555029,279,500,48,P4_S0_R0048,0,1,0,0,E0xS0,block_0b73d820a92300e7ac13,48,d10762122deef6754c5e2c9d45306fdad340a062de2b419b00aea1d65909d6f6
1,555029,280,500,194,P4_S0_R0194,1,2,0,0,E0xS0,block_e469b8dc99b1488b0224,44,cd41b4fee51613949d41ad361fc751d961a2f422b5c8daabcf5a272d8a7d8043
1,555029,281,500,2505,P4_S2_R0405,2,3,2,2,E2xS2,block_ffd5b2a9479f017a39f8,5,e969b6ba59720b24d76452f90d2411eeb185e334aef36762219983da81e9521f
1,555029,282,500,2676,P4_S2_R0576,3,4,2,2,E2xS2,block_1768c537a907db1d06e2,26,a8b36c0d24a27b1eba6a0b3580b464044f5f71b84e7145ab733e68c63ebb8ce7
1,555029,283,500,2849,P4_S2_R0749,4,5,2,2,E2xS2,block_3776c2ed6c293e3f0e9e,49,374fd0c45257c6124ad288c1785801dca092c5004cf390b9b02b5d5e2139f418
1,555029,284,500,2985,P4_S2_R0885,5,6,2,2,E2xS2,block_daa129463ced47e5c69d,35,aa242cae3bf40479882a3feaa26ea30664be6769850f02b1dcfb2c32827ea504
1,555029,285,500,3140,P4_S2_R1040,6,7,2,2,E2xS2,block_1c8369316d0c7464ebc6,40,43c8b8edcf8595ab24a31a74461a7f2ebfc4dce09697b2ab1ff18e46af25ffd1
1,555029,286,500,2241,P4_S2_R0141,0,1,2,2,E2xS2,block_be20ec8525da703647b7,41,8eee8a5010f1ec28dbff4aeabd9c2b97d12c559fecc73151e9b30afea85fdd86
1,555029,287,500,2376,P4_S2_R0276,1,2,2,2,E2xS2,block_a019125989e19a1c3743,26,6feea8a9f1c11e9e61feb8c5e36459f5705f0b555a47151723bbc8dae198fbfa
1,555029,288,500,2406,P4_S2_R0306,2,3,0,2,E0xS2,block_a1f01518e8af3b26a76b,6,f275bdcb3ee1edef566cb14827ff4466f712bee229fe90f2d4aac63004aea254
1,555029,289,500,2558,P4_S2_R0458,3,4,0,2,E0xS2,block_cd83c9ffbceb34f2a036,8,a543039803c75918da907bd01d4a2a02c0b6057ecb623d8565648f0661ebeba3
1,555029,290,500,2749,P4_S2_R0649,4,5,0,2,E0xS2,block_b5566805f96ca56a8df8,49,9398d4bc5f49788d7ff8df3be757911afc296ced2e7bdde6e6196680a70ba22a
1,555029,291,500,2852,P4_S2_R0752,5,6,0,2,E0xS2,block_a6ed69b04e5479ad4efe,2,cfd20f4fde16c70e48bddad57117c51af78076618638a743c75faac157a0f07f
1,555029,292,500,3043,P4_S2_R0943,6,7,0,2,E0xS2,block_9c41b8b37cd02b562989,43,aebeeeefbfb32bc571fb956c43ceb130ceb3d07f744bd0a56df182bfff2d0a5d
1,555029,293,500,2140,P4_S2_R0040,0,1,0,2,E0xS2,block_dcd65b6733239f039f78,40,21b628e089fb37cea7491a20488d803e7362da7a628f7606dc7a346c8a5209e3
1,555029,294,500,2268,P4_S2_R0168,1,2,0,2,E0xS2,block_f9220b318055328fc70b,18,2a569074f96f8827d676f20949e4a0b6123867818a14735e7915eb93af6fb7dd
1,555029,295,500,1461,P4_S1_R0411,2,3,2,1,E2xS1,block_43a8de3c5649853c978d,11,361064dd73f403a236ece65efcedf57eb545878d4b748bc4df9da6742cc96d3f
1,555029,296,500,1634,P4_S1_R0584,3,4,2,1,E2xS1,block_f9e261f86eb69990627a,34,ff7159403051136f84336f8bd2d4d824f8223c2ac89aab42d049180a1251053a
1,555029,297,500,1774,P4_S1_R0724,4,5,2,1,E2xS1,block_0c3084788dc02011c9d7,24,9880a8eae2cfe6485a524e5e181e487fb64123196391a27e598775dfdaedf236
1,555029,298,500,1933,P4_S1_R0883,5,6,2,1,E2xS1,block_ee5a03f67d713e5a16d1,33,441524717790bb936f0066e89556ef0d46370d309b91d592f1bfb6bc40dc261c
1,555029,299,500,2072,P4_S1_R1022,6,7,2,1,E2xS1,block_341a112d441641aadab6,22,46437995f27658e3de873e9f4af73cc3b050dd23a17d4242a81e90debe52d1d7
1,555029,300,500,1177,P4_S1_R0127,0,1,2,1,E2xS1,block_3fd830e3c85599e9b165,27,aea62bde53427979a070c766f7b6f829ef54506071bd8149fedf8ebd200ba419
1,555029,301,500,1332,P4_S1_R0282,1,2,2,1,E2xS1,block_bc3f8e677b092fd01efe,32,91286b0c2400cdf1edb8a6ea8446a2bfab585961211c902275b115ce72abb3fd
1,555029,302,500,375,P4_S0_R0375,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,25,9926b5283202521771e838a19837889913aa7768dc0e69c29c7939e9e0901d8c
1,555029,303,500,519,P4_S0_R0519,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,19,68236264f4772c454f4cc2cce6ab785969a866546bd12cbe75bb1bd692c1a7c1
1,555029,304,500,653,P4_S0_R0653,4,5,1,0,E1xS0,block_3ce4205902299104d952,3,0a9ec31f9bc29d32ba931d67d3520c417299945b6e9dc36bc93da2c14178cde4
1,555029,305,500,847,P4_S0_R0847,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,47,a3a8ba62470bc0a4a2c5c7279600e49de033d1e8905507ea5ea3eda59b9a1f1b
1,555029,306,500,978,P4_S0_R0978,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,28,179abed7a11875d6bcd486763c3c969f94f0654d62d0e9bacaa9803df7facf8a
1,555029,307,500,53,P4_S0_R0053,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,3,f1570d4beee6ac9329f9ba502b973baaeb04935f23a7a644ba03e48a36695da4
1,555029,308,500,218,P4_S0_R0218,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,18,bae3ae67d69a6c79ea5d0ccc73ce61c5fb347eec1bba95ca313057511858aecd
1,555029,309,500,1418,P4_S1_R0368,2,3,1,1,E1xS1,block_133f2dd801a0bf206065,18,44423d047fb5a95030a22dadfb7bd959b758ab9fdd254e4844411f8f03c9f23d
1,555029,310,500,1573,P4_S1_R0523,3,4,1,1,E1xS1,block_7f6d60523476cabfed03,23,34903d8471e30feeca2d75a3991d51673149212a646756fa560369a99c8715a3
1,555029,311,500,1716,P4_S1_R0666,4,5,1,1,E1xS1,block_ecc41b3e81becad4c11f,16,f8eaa5dca78a180b71ccb2728444d565a4dee4fbb6c6fcd15a0546d75dafec23
1,555029,312,500,1896,P4_S1_R0846,5,6,1,1,E1xS1,block_05bbe09489d3b092dcf7,46,624646d6c57dc7ad53a4fb5de0e2a9e21174b1f744a1e0c21420846fa4dc7cd5
1,555029,313,500,2048,P4_S1_R0998,6,7,1,1,E1xS1,block_2b532eea571966268273,48,43ca545c34ff9048f0d54417d42cea37724ce63b7961cb3f097d712b0468c257
1,555029,314,500,1137,P4_S1_R0087,0,1,1,1,E1xS1,block_0bff8e222bcdf0524320,37,67ce78cdde6bc3ca9a23c44ffacf831eb07815e8ac9e8d12dd510fb0d0341990
