dataset,arm,seed,true_class,predicted_class,count
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,1,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,2,0,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,2,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,2,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,2,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,2,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,2,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,2,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,3,0,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,3,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,3,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,3,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,3,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,3,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,3,6,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,4,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,4,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,4,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,4,3,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,4,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,4,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,4,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,5,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,5,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,5,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,5,3,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,5,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,5,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,5,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,6,0,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,6,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,6,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,6,3,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,6,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,6,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,6,6,1
