record_type,rule_id,path_classification,path_or_pattern,action,purpose,sha256,notes
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,1c726d2925d8dddc4a3bb096216f6a4d52347986ae3b20d8938382a398fa752f,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,fc68c0c6d27e66a1b92445504b829bb957fd31543d583bfa27d12e07e4d263c9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,653b2df4f1d68febe69b65520b0c7cd9b673e74fdfa80a6287eb03bbb3a75bf1,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,bc14e166482c60cf584e9ab4a157a15867cd2608f708aeefaec8642db8728ae2,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,882e891a6e20a2a96bb5e2c56d1b583efecce998607d59885e04ed20d29d72f4,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,8e3073d24ad6648e05dd8aba8f7605d11fafa9046fb7731ed7e7530841ec97ff,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,3977c9fe7d1b25536ea046e6648193c3b6ced6f2fd19a743cbf699ac4befde9e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,d250396195ca7af1fedcc88ec5399df0bc2b221aa9da237eb29767931a841b5a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,36c5ff25009664b239a8af251b295d691ec165d5cb064684cf0c3ddb5acf58ff,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,fb116f159d805f51013c581f16609b9056b57e71015d14a0acb71616704eba17,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,f50a1b596a2c62d1e7302b1b217fadeeb4ee1f5e8534b6c12bb43b1134254f6e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,606da82827d53c5c5a60ef241d09b518a9d6c5eefd5c82d41ec568c91f7e5df3,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,51277f9b6f0e54bb4358dc25a1c3eaae13cc1241349005b1ea3d5a6c535cb4dc,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,c3ea8e0e469a665c27177158f35d260aec65aca5422f7489a7a73accd52396de,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,d7b339a8c29132bf916492c4cf1f6406f33f3688bbf5d8f1484bc4a9a7ea5f55,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,034ae6e1b3b2d3e98fa2a0d749be0cfea225fb8099131e36d74f484413b7d587,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,e1a120643d0523a652bfe57dab17d830ffc059f87a17c16eccdac7509c3f969e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,6be04e24190c83452aed0e90951d10fcc5455ea8cdc13032779ef9497b1257d5,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,602c628be45a8967953cd426f956c510f5712aa4e67ab318322398c666bc1b74,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,56863608c887555ccc0a71e9fd62c4e990fc9cd3a7c0cb0f9204dbc3dedc2261,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,0b543a1d9149c6c19d9217d41e4a2bcc491aaa281e9dc1cbd7cd4ecbf29dd1ac,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,d4e0e0795285139742d6e9335753b5bfae60dc9ca7e21cf43680363097d4585d,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,1b926df99302dde894e2aaaa0e9a0ff8a4da852eaac1d712e29a9a0541a55df3,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,6965865b23709e6db688d598b444d6df59e766a273be3f02fc8b55cfd7974a3a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,705c61c3f285c050e5e4cd54d90106d0a4985634285eae11c2613933b211edc9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,d87a27317ae2ec0b1e692e3d7be696659c964998f9ee9a871a704426fa5cb6c6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,fe429436689afbe6a9eb4e14b1e4811c90ea3fdcf551f56704c23e8765969e80,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S2/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,374299fc6298d6026c52fbb9272fd84fc9124955d7ed577c0935672b1ffb990e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,009b71f5ddb714112c551fd5b0cbeb24f9ee0710e5ce45fc8839427aed8c2113,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,97bed5eeecfeeb9fcbcfc69696111a4c9e1574174b6df36051376caaac5b9e40,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,73a60c46b0c38d19e7c6aa97cf407c739364c816ff7c66e3331c7b05e29221c6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,7620c0db5db1c6c9b80e9338351f528f259392fcd08648f2c8c3f3a1625f2442,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,7cf463c0a8ca8c253e3b8f0ea39e7c77687635190f3be23771aea74fe3ad690d,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,1f6e865097f9976b8efabc31bc927a3bbf389ad59afd3334c9aca30b586c46fa,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,223426c91c55befe4cf4db49ed96bdc814c0e954cab7e75559b2359048db2f7f,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,5480f0ed3ae0d8bd0f4c29216d4fdbd53654af6d32df3c81815fd689cd987e52,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,e9ade0a83bdabddd2413279917651cee70072ec5feb364157565c03bee8abe09,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,6f1698b7934ffc7737bc730afef6aa2750de82e718e37f7fe89d98d8bd8a74f6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,5d90b5c4d00467f35e90e4c0bb018801d3a743004e8780edb0f7da8afa29a723,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,c8e141405e1bbf9f8e4c36bded4c39d373ca9760fb253138edbc2c2e83e7f70b,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,1c726d2925d8dddc4a3bb096216f6a4d52347986ae3b20d8938382a398fa752f,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,fc68c0c6d27e66a1b92445504b829bb957fd31543d583bfa27d12e07e4d263c9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,653b2df4f1d68febe69b65520b0c7cd9b673e74fdfa80a6287eb03bbb3a75bf1,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,bc14e166482c60cf584e9ab4a157a15867cd2608f708aeefaec8642db8728ae2,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,882e891a6e20a2a96bb5e2c56d1b583efecce998607d59885e04ed20d29d72f4,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,8e3073d24ad6648e05dd8aba8f7605d11fafa9046fb7731ed7e7530841ec97ff,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,3977c9fe7d1b25536ea046e6648193c3b6ced6f2fd19a743cbf699ac4befde9e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,d250396195ca7af1fedcc88ec5399df0bc2b221aa9da237eb29767931a841b5a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,36c5ff25009664b239a8af251b295d691ec165d5cb064684cf0c3ddb5acf58ff,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,fb116f159d805f51013c581f16609b9056b57e71015d14a0acb71616704eba17,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,f50a1b596a2c62d1e7302b1b217fadeeb4ee1f5e8534b6c12bb43b1134254f6e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,606da82827d53c5c5a60ef241d09b518a9d6c5eefd5c82d41ec568c91f7e5df3,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S2/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,51277f9b6f0e54bb4358dc25a1c3eaae13cc1241349005b1ea3d5a6c535cb4dc,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,c3ea8e0e469a665c27177158f35d260aec65aca5422f7489a7a73accd52396de,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,d7b339a8c29132bf916492c4cf1f6406f33f3688bbf5d8f1484bc4a9a7ea5f55,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_44.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,034ae6e1b3b2d3e98fa2a0d749be0cfea225fb8099131e36d74f484413b7d587,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_45.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,e1a120643d0523a652bfe57dab17d830ffc059f87a17c16eccdac7509c3f969e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S2/seed_46.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,6be04e24190c83452aed0e90951d10fcc5455ea8cdc13032779ef9497b1257d5,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_42.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,602c628be45a8967953cd426f956c510f5712aa4e67ab318322398c666bc1b74,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S2/seed_43.npz,OPENED_HELD_AFTER_ALL_SELECTIONS_FROZEN,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,56863608c887555ccc0a71e9fd62c4e990fc9cd3a7c0cb0f9204dbc3dedc2261,event-local access; arrays and private identifiers were not emitted
